location;data;variavel;diasDuplicar;estimado;ultimosCasos;dataUltimosCasos;primeirosCasos;dataPrimeirosCasos
Albania;2020-05-10;total_cases;31;1.95;868;2020-05-10;446;2020-04-12
Albania;2020-05-11;total_cases;32;1.96;872;2020-05-11;446;2020-04-12
Albania;2020-05-12;total_cases;33;1.96;876;2020-05-12;446;2020-04-12
Albania;2020-05-13;total_cases;34;1.97;880;2020-05-13;446;2020-04-12
Albania;2020-05-14;total_cases;34;1.92;898;2020-05-14;467;2020-04-13
Algeria;2020-03-12;total_cases;6;2.08;25;2020-03-12;12;2020-03-04
Algeria;2020-03-15;total_cases;6;1.92;48;2020-03-15;25;2020-03-12
Algeria;2020-03-18;total_cases;7;1.95;72;2020-03-18;37;2020-03-14
Algeria;2020-03-21;total_cases;6;1.93;139;2020-03-21;72;2020-03-18
Algeria;2020-03-22;total_cases;5;1.97;201;2020-03-22;102;2020-03-20
Algeria;2020-03-27;total_cases;7;2.03;409;2020-03-27;201;2020-03-22
Algeria;2020-03-28;total_cases;8;1.97;454;2020-03-28;230;2020-03-23
Algeria;2020-03-29;total_cases;8;1.94;511;2020-03-29;264;2020-03-24
Algeria;2020-03-30;total_cases;8;1.93;584;2020-03-30;302;2020-03-25
Algeria;2020-03-31;total_cases;8;1.95;716;2020-03-31;367;2020-03-26
Algeria;2020-04-01;total_cases;7;2.07;847;2020-04-01;409;2020-03-27
Algeria;2020-04-02;total_cases;7;1.93;986;2020-04-02;511;2020-03-29
Algeria;2020-04-03;total_cases;6;2.01;1171;2020-04-03;584;2020-03-30
Algeria;2020-04-06;total_cases;9;1.99;1423;2020-04-06;716;2020-03-31
Algeria;2020-04-07;total_cases;9;2.05;1468;2020-04-07;716;2020-03-31
Algeria;2020-04-09;total_cases;11;1.97;1666;2020-04-09;847;2020-04-01
Algeria;2020-04-10;total_cases;11;2.08;1761;2020-04-10;847;2020-04-01
Algeria;2020-04-12;total_cases;13;1.94;1914;2020-04-12;986;2020-04-02
Algeria;2020-04-13;total_cases;13;2.01;1983;2020-04-13;986;2020-04-02
Algeria;2020-04-14;total_cases;14;2.1;2070;2020-04-14;986;2020-04-02
Algeria;2020-04-16;total_cases;16;1.94;2268;2020-04-16;1171;2020-04-03
Algeria;2020-04-17;total_cases;16;1.93;2418;2020-04-17;1251;2020-04-04
Algeria;2020-04-18;total_cases;16;1.92;2535;2020-04-18;1320;2020-04-05
Algeria;2020-04-19;total_cases;17;1.99;2629;2020-04-19;1320;2020-04-05
Algeria;2020-04-20;total_cases;17;1.91;2718;2020-04-20;1423;2020-04-06
Algeria;2020-04-21;total_cases;17;1.91;2811;2020-04-21;1468;2020-04-07
Algeria;2020-04-22;total_cases;18;1.98;2910;2020-04-22;1468;2020-04-07
Algeria;2020-04-23;total_cases;18;1.91;3007;2020-04-23;1572;2020-04-08
Algeria;2020-04-24;total_cases;19;1.99;3127;2020-04-24;1572;2020-04-08
Algeria;2020-04-25;total_cases;19;1.95;3256;2020-04-25;1666;2020-04-09
Algeria;2020-04-26;total_cases;19;1.92;3382;2020-04-26;1761;2020-04-10
Algeria;2020-04-27;total_cases;19;1.93;3517;2020-04-27;1825;2020-04-11
Algeria;2020-04-28;total_cases;19;1.91;3649;2020-04-28;1914;2020-04-12
Algeria;2020-04-29;total_cases;19;1.94;3848;2020-04-29;1983;2020-04-13
Algeria;2020-04-30;total_cases;19;1.94;4006;2020-04-30;2070;2020-04-14
Algeria;2020-05-01;total_cases;19;1.92;4154;2020-05-01;2160;2020-04-15
Algeria;2020-05-02;total_cases;20;1.99;4295;2020-05-02;2160;2020-04-15
Algeria;2020-05-03;total_cases;20;1.97;4474;2020-05-03;2268;2020-04-16
Algeria;2020-05-04;total_cases;20;1.92;4648;2020-05-04;2418;2020-04-17
Algeria;2020-05-05;total_cases;20;1.91;4838;2020-05-05;2535;2020-04-18
Algeria;2020-05-06;total_cases;20;1.9;4997;2020-05-06;2629;2020-04-19
Algeria;2020-05-07;total_cases;20;1.91;5182;2020-05-07;2718;2020-04-20
Algeria;2020-05-08;total_cases;20;1.91;5369;2020-05-08;2811;2020-04-21
Algeria;2020-05-09;total_cases;20;1.91;5558;2020-05-09;2910;2020-04-22
Algeria;2020-05-10;total_cases;20;1.9;5723;2020-05-10;3007;2020-04-23
Algeria;2020-05-11;total_cases;21;1.96;5891;2020-05-11;3007;2020-04-23
Algeria;2020-05-12;total_cases;21;1.94;6067;2020-05-12;3127;2020-04-24
Algeria;2020-05-13;total_cases;21;1.92;6253;2020-05-13;3256;2020-04-25
Algeria;2020-05-14;total_cases;21;1.9;6442;2020-05-14;3382;2020-04-26
Andorra;2020-04-02;total_cases;10;1.91;428;2020-04-02;224;2020-03-26
Andorra;2020-04-03;total_cases;11;1.96;439;2020-04-03;224;2020-03-26
Andorra;2020-04-04;total_cases;11;2.08;466;2020-04-04;224;2020-03-26
Andorra;2020-04-06;total_cases;13;1.97;526;2020-04-06;267;2020-03-27
Andorra;2020-04-07;total_cases;13;2.04;545;2020-04-07;267;2020-03-27
Andorra;2020-04-10;total_cases;16;1.95;601;2020-04-10;308;2020-03-28
Andorra;2020-04-11;total_cases;16;2.02;622;2020-04-11;308;2020-03-28
Andorra;2020-04-12;total_cases;17;1.91;638;2020-04-12;334;2020-03-29
Andorra;2020-04-13;total_cases;18;1.93;646;2020-04-13;334;2020-03-29
Andorra;2020-04-14;total_cases;19;1.97;659;2020-04-14;334;2020-03-29
Andorra;2020-04-15;total_cases;19;2.01;673;2020-04-15;334;2020-03-29
Andorra;2020-04-16;total_cases;20;2.04;682;2020-04-16;334;2020-03-29
Andorra;2020-04-17;total_cases;21;2.08;696;2020-04-17;334;2020-03-29
Andorra;2020-04-18;total_cases;22;1.9;704;2020-04-18;370;2020-03-30
Andorra;2020-04-19;total_cases;23;1.93;713;2020-04-19;370;2020-03-30
Andorra;2020-04-20;total_cases;23;1.91;717;2020-04-20;376;2020-03-31
Andorra;2020-04-21;total_cases;24;1.91;717;2020-04-21;376;2020-03-31
Andorra;2020-04-22;total_cases;25;1.92;723;2020-04-22;376;2020-03-31
Andorra;2020-04-23;total_cases;26;1.93;724;2020-04-23;376;2020-03-31
Andorra;2020-04-24;total_cases;27;1.94;731;2020-04-24;376;2020-03-31
Andorra;2020-04-25;total_cases;28;1.95;733;2020-04-25;376;2020-03-31
Andorra;2020-04-26;total_cases;29;1.97;740;2020-04-26;376;2020-03-31
Andorra;2020-04-27;total_cases;29;1.91;743;2020-04-27;390;2020-04-01
Andorra;2020-04-28;total_cases;30;1.91;743;2020-04-28;390;2020-04-01
Andorra;2020-04-29;total_cases;31;1.91;743;2020-04-29;390;2020-04-01
Andorra;2020-04-30;total_cases;32;1.91;745;2020-04-30;390;2020-04-01
Andorra;2020-05-01;total_cases;33;1.91;746;2020-05-01;390;2020-04-01
Andorra;2020-05-02;total_cases;34;1.92;747;2020-05-02;390;2020-04-01
Andorra;2020-05-03;total_cases;35;1.92;748;2020-05-03;390;2020-04-01
Andorra;2020-05-04;total_cases;36;1.92;750;2020-05-04;390;2020-04-01
Andorra;2020-05-05;total_cases;37;1.93;751;2020-05-05;390;2020-04-01
Andorra;2020-05-06;total_cases;38;1.93;751;2020-05-06;390;2020-04-01
Andorra;2020-05-07;total_cases;39;1.93;752;2020-05-07;390;2020-04-01
Andorra;2020-05-08;total_cases;40;1.93;752;2020-05-08;390;2020-04-01
Andorra;2020-05-09;total_cases;41;1.93;754;2020-05-09;390;2020-04-01
Andorra;2020-05-10;total_cases;42;1.94;755;2020-05-10;390;2020-04-01
Andorra;2020-05-11;total_cases;43;1.94;756;2020-05-11;390;2020-04-01
Andorra;2020-05-12;total_cases;44;1.94;758;2020-05-12;390;2020-04-01
Andorra;2020-05-13;total_cases;45;1.95;760;2020-05-13;390;2020-04-01
Andorra;2020-05-14;total_cases;46;1.95;761;2020-05-14;390;2020-04-01
Angola;2020-04-27;total_cases;25;1.93;27;2020-04-27;14;2020-04-05
Angola;2020-04-28;total_cases;26;1.93;27;2020-04-28;14;2020-04-05
Angola;2020-04-29;total_cases;27;1.93;27;2020-04-29;14;2020-04-05
Angola;2020-04-30;total_cases;28;1.93;27;2020-04-30;14;2020-04-05
Angola;2020-05-01;total_cases;28;2.07;29;2020-05-01;14;2020-04-05
Angola;2020-05-02;total_cases;27;2.06;35;2020-05-02;17;2020-04-07
Angola;2020-05-03;total_cases;28;2.06;35;2020-05-03;17;2020-04-07
Angola;2020-05-04;total_cases;29;2.06;35;2020-05-04;17;2020-04-07
Angola;2020-05-14;total_cases;22;1.92;48;2020-05-14;25;2020-04-25
Argentina;2020-03-26;total_cases;6;1.96;589;2020-03-26;301;2020-03-23
Argentina;2020-03-28;total_cases;7;1.93;745;2020-03-28;387;2020-03-24
Argentina;2020-03-30;total_cases;8;1.92;966;2020-03-30;502;2020-03-25
Argentina;2020-03-31;total_cases;9;1.92;966;2020-03-31;502;2020-03-25
Argentina;2020-04-01;total_cases;9;1.92;1133;2020-04-01;589;2020-03-26
Argentina;2020-04-02;total_cases;10;1.92;1133;2020-04-02;589;2020-03-26
Argentina;2020-04-04;total_cases;10;1.95;1451;2020-04-04;745;2020-03-28
Argentina;2020-04-05;total_cases;10;2.09;1554;2020-04-05;745;2020-03-28
Argentina;2020-04-06;total_cases;11;1.99;1628;2020-04-06;820;2020-03-29
Argentina;2020-04-07;total_cases;11;2.09;1715;2020-04-07;820;2020-03-29
Argentina;2020-04-09;total_cases;12;1.96;1894;2020-04-09;966;2020-03-31
Argentina;2020-04-10;total_cases;12;2.04;1975;2020-04-10;966;2020-03-31
Argentina;2020-04-12;total_cases;13;1.94;2203;2020-04-12;1133;2020-04-02
Argentina;2020-04-13;total_cases;13;2.01;2272;2020-04-13;1133;2020-04-02
Argentina;2020-04-14;total_cases;14;1.92;2432;2020-04-14;1265;2020-04-03
Argentina;2020-04-15;total_cases;15;1.92;2432;2020-04-15;1265;2020-04-03
Argentina;2020-04-16;total_cases;15;2.02;2560;2020-04-16;1265;2020-04-03
Argentina;2020-04-18;total_cases;17;1.95;2828;2020-04-18;1451;2020-04-04
Argentina;2020-04-19;total_cases;17;2.02;2930;2020-04-19;1451;2020-04-04
Argentina;2020-04-20;total_cases;18;1.94;3020;2020-04-20;1554;2020-04-05
Argentina;2020-04-21;total_cases;18;1.92;3132;2020-04-21;1628;2020-04-06
Argentina;2020-04-22;total_cases;18;1.91;3276;2020-04-22;1715;2020-04-07
Argentina;2020-04-23;total_cases;18;1.91;3423;2020-04-23;1795;2020-04-08
Argentina;2020-04-24;total_cases;19;1.91;3423;2020-04-24;1795;2020-04-08
Argentina;2020-04-25;total_cases;18;1.91;3767;2020-04-25;1975;2020-04-10
Argentina;2020-04-26;total_cases;19;1.91;3767;2020-04-26;1975;2020-04-10
Argentina;2020-04-27;total_cases;19;2.02;3990;2020-04-27;1975;2020-04-10
Argentina;2020-04-28;total_cases;20;1.93;4114;2020-04-28;2137;2020-04-11
Argentina;2020-04-29;total_cases;20;1.94;4272;2020-04-29;2203;2020-04-12
Argentina;2020-04-30;total_cases;20;1.94;4415;2020-04-30;2272;2020-04-13
Argentina;2020-05-01;total_cases;21;1.99;4519;2020-05-01;2272;2020-04-13
Argentina;2020-05-02;total_cases;20;1.92;4668;2020-05-02;2432;2020-04-15
Argentina;2020-05-03;total_cases;21;1.96;4770;2020-05-03;2432;2020-04-15
Argentina;2020-05-04;total_cases;21;1.9;4874;2020-05-04;2560;2020-04-16
Argentina;2020-05-05;total_cases;22;1.96;5007;2020-05-05;2560;2020-04-16
Argentina;2020-05-06;total_cases;22;1.95;5195;2020-05-06;2658;2020-04-17
Argentina;2020-05-07;total_cases;22;2.02;5358;2020-05-07;2658;2020-04-17
Argentina;2020-05-08;total_cases;22;1.91;5598;2020-05-08;2930;2020-04-19
Argentina;2020-05-09;total_cases;22;1.91;5763;2020-05-09;3020;2020-04-20
Argentina;2020-05-10;total_cases;23;1.91;5776;2020-05-10;3020;2020-04-20
Argentina;2020-05-11;total_cases;23;1.92;6021;2020-05-11;3132;2020-04-21
Argentina;2020-05-12;total_cases;21;1.91;6550;2020-05-12;3423;2020-04-24
Argentina;2020-05-13;total_cases;21;2.01;6866;2020-05-13;3423;2020-04-24
Argentina;2020-05-14;total_cases;22;2.08;7121;2020-05-14;3423;2020-04-24
Armenia;2020-03-21;total_cases;6;2.05;160;2020-03-21;78;2020-03-17
Armenia;2020-03-24;total_cases;7;1.95;265;2020-03-24;136;2020-03-20
Armenia;2020-03-26;total_cases;7;2.06;329;2020-03-26;160;2020-03-21
Armenia;2020-03-27;total_cases;7;1.92;372;2020-03-27;194;2020-03-23
Armenia;2020-03-31;total_cases;9;2.01;532;2020-03-31;265;2020-03-24
Armenia;2020-04-01;total_cases;10;1.97;571;2020-04-01;290;2020-03-25
Armenia;2020-04-02;total_cases;9;2.02;663;2020-04-02;329;2020-03-26
Armenia;2020-04-03;total_cases;10;1.98;736;2020-04-03;372;2020-03-27
Armenia;2020-04-04;total_cases;10;2.07;770;2020-04-04;372;2020-03-27
Armenia;2020-04-05;total_cases;10;1.94;822;2020-04-05;424;2020-03-29
Armenia;2020-04-06;total_cases;11;1.96;833;2020-04-06;424;2020-03-29
Armenia;2020-04-07;total_cases;11;2.01;853;2020-04-07;424;2020-03-29
Armenia;2020-04-08;total_cases;12;2.08;881;2020-04-08;424;2020-03-29
Armenia;2020-04-09;total_cases;13;1.91;921;2020-04-09;482;2020-03-30
Armenia;2020-04-10;total_cases;14;1.94;937;2020-04-10;482;2020-03-30
Armenia;2020-04-11;total_cases;14;2.01;967;2020-04-11;482;2020-03-30
Armenia;2020-04-12;total_cases;15;1.9;1013;2020-04-12;532;2020-03-31
Armenia;2020-04-13;total_cases;16;1.95;1039;2020-04-13;532;2020-03-31
Armenia;2020-04-14;total_cases;16;1.95;1111;2020-04-14;571;2020-04-01
Armenia;2020-04-15;total_cases;16;2.03;1159;2020-04-15;571;2020-04-01
Armenia;2020-04-18;total_cases;19;1.95;1291;2020-04-18;663;2020-04-02
Armenia;2020-04-19;total_cases;19;2.02;1339;2020-04-19;663;2020-04-02
Armenia;2020-04-20;total_cases;20;1.9;1401;2020-04-20;736;2020-04-03
Armenia;2020-04-21;total_cases;20;1.91;1473;2020-04-21;770;2020-04-04
Armenia;2020-04-22;total_cases;21;1.98;1523;2020-04-22;770;2020-04-04
Armenia;2020-04-23;total_cases;20;1.92;1596;2020-04-23;833;2020-04-06
Armenia;2020-04-24;total_cases;19;1.9;1677;2020-04-24;881;2020-04-08
Armenia;2020-04-25;total_cases;20;1.98;1746;2020-04-25;881;2020-04-08
Armenia;2020-04-26;total_cases;19;1.93;1808;2020-04-26;937;2020-04-10
Armenia;2020-04-27;total_cases;19;1.93;1867;2020-04-27;967;2020-04-11
Armenia;2020-04-28;total_cases;19;1.91;1932;2020-04-28;1013;2020-04-12
Armenia;2020-04-29;total_cases;20;1.91;1932;2020-04-29;1013;2020-04-12
Armenia;2020-04-30;total_cases;20;1.99;2066;2020-04-30;1039;2020-04-13
Armenia;2020-05-01;total_cases;20;1.93;2148;2020-05-01;1111;2020-04-14
Armenia;2020-05-02;total_cases;20;1.96;2273;2020-05-02;1159;2020-04-15
Armenia;2020-05-03;total_cases;19;1.91;2386;2020-05-03;1248;2020-04-17
Armenia;2020-05-04;total_cases;19;1.94;2507;2020-05-04;1291;2020-04-18
Armenia;2020-05-05;total_cases;19;1.96;2619;2020-05-05;1339;2020-04-19
Armenia;2020-05-06;total_cases;19;1.99;2782;2020-05-06;1401;2020-04-20
Armenia;2020-05-07;total_cases;19;1.96;2884;2020-05-07;1473;2020-04-21
Armenia;2020-05-08;total_cases;19;1.99;3029;2020-05-08;1523;2020-04-22
Armenia;2020-05-09;total_cases;19;1.99;3175;2020-05-09;1596;2020-04-23
Armenia;2020-05-10;total_cases;19;1.98;3313;2020-05-10;1677;2020-04-24
Armenia;2020-05-11;total_cases;19;1.94;3392;2020-05-11;1746;2020-04-25
Armenia;2020-05-12;total_cases;19;1.96;3538;2020-05-12;1808;2020-04-26
Armenia;2020-05-13;total_cases;17;1.92;3718;2020-05-13;1932;2020-04-29
Armenia;2020-05-14;total_cases;18;2;3860;2020-05-14;1932;2020-04-29
Aruba;2020-04-17;total_cases;21;1.92;96;2020-04-17;50;2020-03-29
Aruba;2020-04-18;total_cases;22;1.92;96;2020-04-18;50;2020-03-29
Aruba;2020-04-19;total_cases;23;1.94;97;2020-04-19;50;2020-03-29
Aruba;2020-04-20;total_cases;24;1.94;97;2020-04-20;50;2020-03-29
Aruba;2020-04-21;total_cases;25;1.94;97;2020-04-21;50;2020-03-29
Aruba;2020-04-22;total_cases;25;2;100;2020-04-22;50;2020-03-29
Aruba;2020-04-23;total_cases;26;2;100;2020-04-23;50;2020-03-29
Aruba;2020-04-24;total_cases;27;2;100;2020-04-24;50;2020-03-29
Aruba;2020-04-25;total_cases;28;2;100;2020-04-25;50;2020-03-29
Aruba;2020-04-26;total_cases;29;2;100;2020-04-26;50;2020-03-29
Aruba;2020-04-27;total_cases;30;2;100;2020-04-27;50;2020-03-29
Aruba;2020-04-28;total_cases;31;2;100;2020-04-28;50;2020-03-29
Aruba;2020-04-29;total_cases;32;2;100;2020-04-29;50;2020-03-29
Aruba;2020-04-30;total_cases;33;2;100;2020-04-30;50;2020-03-29
Aruba;2020-05-01;total_cases;34;2;100;2020-05-01;50;2020-03-29
Aruba;2020-05-02;total_cases;35;2;100;2020-05-02;50;2020-03-29
Aruba;2020-05-03;total_cases;36;2;100;2020-05-03;50;2020-03-29
Aruba;2020-05-04;total_cases;37;2;100;2020-05-04;50;2020-03-29
Aruba;2020-05-05;total_cases;38;2;100;2020-05-05;50;2020-03-29
Aruba;2020-05-06;total_cases;39;2.02;101;2020-05-06;50;2020-03-29
Aruba;2020-05-07;total_cases;40;2.02;101;2020-05-07;50;2020-03-29
Aruba;2020-05-08;total_cases;41;2.02;101;2020-05-08;50;2020-03-29
Aruba;2020-05-09;total_cases;42;2.02;101;2020-05-09;50;2020-03-29
Aruba;2020-05-10;total_cases;43;2.02;101;2020-05-10;50;2020-03-29
Aruba;2020-05-11;total_cases;44;2.02;101;2020-05-11;50;2020-03-29
Aruba;2020-05-12;total_cases;45;2.02;101;2020-05-12;50;2020-03-29
Aruba;2020-05-13;total_cases;46;2.02;101;2020-05-13;50;2020-03-29
Aruba;2020-05-14;total_cases;47;2.02;101;2020-05-14;50;2020-03-29
Australia;2020-02-04;total_cases;8;2;12;2020-02-04;6;2020-01-29
Australia;2020-02-06;total_cases;9;2;14;2020-02-06;7;2020-01-30
Australia;2020-02-07;total_cases;10;2;14;2020-02-07;7;2020-01-30
Australia;2020-02-08;total_cases;11;2;14;2020-02-08;7;2020-01-30
Australia;2020-02-09;total_cases;12;2;14;2020-02-09;7;2020-01-30
Australia;2020-02-10;total_cases;13;2;14;2020-02-10;7;2020-01-30
Australia;2020-02-11;total_cases;14;2;14;2020-02-11;7;2020-01-30
Australia;2020-02-12;total_cases;15;2;14;2020-02-12;7;2020-01-30
Australia;2020-02-21;total_cases;21;1.91;21;2020-02-21;11;2020-02-03
Australia;2020-02-22;total_cases;21;2;22;2020-02-22;11;2020-02-03
Australia;2020-02-23;total_cases;22;2;22;2020-02-23;11;2020-02-03
Australia;2020-02-24;total_cases;23;2;22;2020-02-24;11;2020-02-03
Australia;2020-02-25;total_cases;24;2;22;2020-02-25;11;2020-02-03
Australia;2020-02-26;total_cases;25;1.92;23;2020-02-26;12;2020-02-04
Australia;2020-02-27;total_cases;26;1.92;23;2020-02-27;12;2020-02-04
Australia;2020-02-28;total_cases;26;1.92;25;2020-02-28;13;2020-02-05
Australia;2020-02-29;total_cases;26;2;26;2020-02-29;13;2020-02-05
Australia;2020-03-01;total_cases;14;1.93;29;2020-03-01;15;2020-02-19
Australia;2020-03-02;total_cases;14;1.94;33;2020-03-02;17;2020-02-20
Australia;2020-03-03;total_cases;14;1.95;41;2020-03-03;21;2020-02-21
Australia;2020-03-04;total_cases;6;2;52;2020-03-04;26;2020-02-29
Australia;2020-03-05;total_cases;6;2.03;59;2020-03-05;29;2020-03-01
Australia;2020-03-06;total_cases;7;1.91;63;2020-03-06;33;2020-03-02
Australia;2020-03-08;total_cases;8;1.95;80;2020-03-08;41;2020-03-03
Australia;2020-03-09;total_cases;8;1.92;100;2020-03-09;52;2020-03-04
Australia;2020-03-11;total_cases;7;2;126;2020-03-11;63;2020-03-06
Australia;2020-03-12;total_cases;7;1.95;156;2020-03-12;80;2020-03-08
Australia;2020-03-13;total_cases;7;1.97;197;2020-03-13;100;2020-03-09
Australia;2020-03-14;total_cases;6;1.98;249;2020-03-14;126;2020-03-11
Australia;2020-03-15;total_cases;6;1.91;298;2020-03-15;156;2020-03-12
Australia;2020-03-16;total_cases;6;1.9;375;2020-03-16;197;2020-03-13
Australia;2020-03-20;total_cases;6;1.93;874;2020-03-20;454;2020-03-17
Australia;2020-03-21;total_cases;6;1.94;1098;2020-03-21;565;2020-03-18
Australia;2020-03-22;total_cases;5;1.96;1709;2020-03-22;874;2020-03-20
Australia;2020-03-23;total_cases;5;2.09;1823;2020-03-23;874;2020-03-20
